8,000000;3,000000;24,000000;1,000000;1,000000;0,250005;0,169550;0,250005;15,000000;9,000000;9,000000;12,000000
8,000000;3,000000;24,000000;2,000000;1,000000;0,000105;0,024995;0,024995;15,000000;9,000000;7,000000;15,000000
8,000000;3,000000;24,000000;4,000000;1,000000;0,000000;0,105462;0,105462;15,000000;9,000000;14,000000;8,000000
8,000000;5,000000;40,000000;1,000000;1,000000;0,250017;0,138444;0,250017;15,000000;9,000000;9,000000;12,000000
8,000000;5,000000;40,000000;2,000000;1,000000;0,000010;0,016825;0,016825;15,000000;9,000000;9,000000;13,000000
8,000000;5,000000;40,000000;4,000000;1,000000;0,000007;0,078245;0,078245;15,000000;9,000000;9,000000;13,000000
8,000000;7,000000;56,000000;1,000000;1,000000;0,249916;0,134713;0,249916;15,000000;9,000000;9,000000;12,000000
8,000000;7,000000;56,000000;2,000000;1,000000;0,000311;0,013346;0,013346;15,000000;9,000000;6,000000;16,000000
8,000000;7,000000;56,000000;4,000000;1,000000;0,000389;0,070673;0,070673;15,000000;9,000000;6,000000;16,000000
8,000000;9,000000;72,000000;1,000000;1,000000;0,249917;0,122496;0,249917;15,000000;9,000000;9,000000;12,000000
8,000000;9,000000;72,000000;2,000000;1,000000;0,000314;0,013575;0,013575;15,000000;9,000000;6,000000;16,000000
8,000000;9,000000;72,000000;4,000000;1,000000;0,000104;0,057417;0,057417;15,000000;9,000000;7,000000;15,000000
8,000000;11,000000;88,000000;1,000000;1,000000;0,000000;0,030843;0,030843;15,000000;9,000000;13,000000;9,000000
8,000000;11,000000;88,000000;2,000000;1,000000;0,000308;0,013915;0,013915;15,000000;9,000000;6,000000;16,000000
8,000000;11,000000;88,000000;4,000000;1,000000;0,000383;0,051054;0,051054;15,000000;9,000000;6,000000;16,000000
8,000000;13,000000;104,000000;1,000000;1,000000;0,249874;0,092369;0,249874;15,000000;9,000000;9,000000;12,000000
8,000000;13,000000;104,000000;2,000000;1,000000;0,000317;0,013772;0,013772;15,000000;9,000000;6,000000;16,000000
8,000000;13,000000;104,000000;4,000000;1,000000;0,000386;0,028426;0,028426;15,000000;9,000000;6,000000;16,000000
8,000000;15,000000;120,000000;1,000000;1,000000;0,249863;0,107565;0,249863;15,000000;9,000000;9,000000;12,000000
8,000000;15,000000;120,000000;2,000000;1,000000;0,000315;0,013901;0,013901;15,000000;9,000000;6,000000;16,000000
8,000000;15,000000;120,000000;4,000000;1,000000;0,000390;0,025885;0,025885;15,000000;9,000000;6,000000;16,000000
16,000000;3,000000;48,000000;1,000000;1,000000;0,000144;0,039885;0,039885;15,000000;9,000000;6,000000;16,000000
16,000000;3,000000;48,000000;2,000000;1,000000;0,000183;0,024436;0,024436;15,000000;9,000000;6,000000;16,000000
