-7.071068,0.000000
-0.016354,-1.627482
0.425655,-0.815014
0.476484,0.061353
0.159596,-0.468254
0.047515,-0.236342
0.439301,0.724163
0.925103,0.235868
0.957107,-0.603553
0.618088,-0.071428
0.499509,0.026664
0.871151,-0.835121
1.392134,0.430194
-0.394833,-2.521912
0.202815,0.807827
0.072587,-0.417435
0.353553,-0.353553
0.619188,0.125271
0.409271,-0.669878
-0.061505,-0.862422
-0.185027,0.223087
0.194492,0.279801
0.577652,-0.419511
0.548780,0.092452
0.457107,0.103553
1.628805,-2.555662
-2.516462,-0.136225
-0.157748,-0.013770
0.047511,0.738852
-0.147128,0.000067
-0.037740,0.121494
0.432230,0.788241
0.707107,0.000000
0.432230,-0.788241
-0.037740,-0.121494
-0.147128,-0.000067
0.047511,-0.738852
-0.157748,0.013770
-2.516462,0.136225
1.628805,2.555662
0.457107,-0.103553
0.548780,-0.092452
0.577652,0.419511
0.194492,-0.279801
-0.185027,-0.223087
-0.061505,0.862422
0.409271,0.669878
0.619188,-0.125271
0.353553,0.353553
0.072587,0.417435
0.202815,-0.807827
-0.394833,2.521912
1.392134,-0.430194
0.871151,0.835121
0.499509,-0.026664
0.618088,0.071428
0.957107,0.603553
0.925103,-0.235868
0.439301,-0.724163
0.047515,0.236342
0.159596,0.468254
0.476484,-0.061353
0.425655,0.815014
-0.016354,1.627482
-7.071068,0.000000
-0.016354,-1.627482
0.425655,-0.815014
0.476484,0.061353
0.159596,-0.468254
0.047515,-0.236342
0.439301,0.724163
0.925103,0.235868
0.957107,-0.603553
0.618088,-0.071428
0.499509,0.026664
0.871151,-0.835121
1.392134,0.430194
-0.394833,-2.521912
0.202815,0.807827
0.072587,-0.417435
0.353553,-0.353553
0.619188,0.125271
0.409271,-0.669878
-0.061505,-0.862422
-0.185027,0.223087
0.194492,0.279801
0.577652,-0.419511
0.548780,0.092452
0.457107,0.103553
1.628805,-2.555662
-2.516462,-0.136225
-0.157748,-0.013770
0.047511,0.738852
-0.147128,0.000067
-0.037740,0.121494
0.432230,0.788241
0.707107,0.000000
0.432230,-0.788241
-0.037740,-0.121494
-0.147128,-0.000067
0.047511,-0.738852
-0.157748,0.013770
-2.516462,0.136225
1.628805,2.555662
0.457107,-0.103553
0.548780,-0.092452
0.577652,0.419511
0.194492,-0.279801
-0.185027,-0.223087
-0.061505,0.862422
0.409271,0.669878
0.619188,-0.125271
0.353553,0.353553
0.072587,0.417435
0.202815,-0.807827
-0.394833,2.521912
1.392134,-0.430194
0.871151,0.835121
0.499509,-0.026664
0.618088,0.071428
0.957107,0.603553
0.925103,-0.235868
0.439301,-0.724163
0.047515,0.236342
0.159596,0.468254
0.476484,-0.061353
0.425655,0.815014
-0.016354,1.627482
